text,label
"wkwk itu foto akibat dapat magang cuma satu bulan aj bro, gk dapat apa2 alhasil setelah wisuda menggeluti profesi sbg Gembel bro 😅",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"sulit deh, makin pusing nih pak",negatif
Yang gk setuju pasti yayasan univ swasta 😓,negatif
menyimak n memantau. bau bau banyak celah korupsi nih. alibinya kebijakan pendidikan haha,negatif
Gilak aja magang 3 semester... dikira mahasiswa dikit kali ya.... ada ratusan ribu mahasiswa yg nunggu bergiliran untuk magang di sebuah perusahaan.... 😅kacau dah,negatif
"Kalo ak krg sependapat sih, krn tekanan anak magang bakal beda sama karyawan ,",negatif
nah itu.. n pertanyaannya... APA MAMPU PERUSAHAAN SEMACAM ITU? KALO MAMPU TENTU NGGAK ADA PENGANGGURAN LAGI,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"jangan terlalu lama pak, diperbudak aja jadinya",negatif
pada akhirnya pengangguran,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
omdo doang nih,negatif
jadi bukan membuat kopi n beli rokok haha,negatif
Berat bung. Akan kekurangan instansi yg buat magang wk wkkk,negatif
Jadi bikin kebijakannya jgn seolah disama ratakan gini pak...,negatif
Kampus pasti menolak.. kehilangan uang sks 😂,negatif
"kapan dijalankan pak? saya nunggu sampe kesel juga, awas nih omdo gue cubit",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"Ya spp nya di murahin kalo magang 3 semester. Kan 1,5 tahun nggak belajar di kampus.",negatif
Saya setuju tp kayaknya kelamaan ya kalau 3 sem,negatif
Kalau bisa menteri pendidikan ke daerah daerah terpencil... jgn bnyk teori kayak anies bisa bisa ente dipecat jokowi,negatif
Pendidikan di indonesia terlalu kaku dengan aturan... ini malah ditambahin aturan baru,negatif
masih belum berikan kepastian kualitas lulusannya n gaya kemamampuannya yg banci tidak gaya bebas yg penuh,negatif
SDM nya seimbang tidak pak? jgn asal sah sah ae,negatif
Ancurr,negatif
Perusahaan swasta tidak sanggup tampung semua mahasiswa magang.,negatif
"kalau magang digaji memberatkan perusahaan karena harus menerima selama 1,5 tahun dengan hitungan setiap semester nerima anak magang profesional juga",negatif
Masa gratis om,negatif
Apakah sistem merdeka ini cocok dgn keadaan siswa di negara yg terkenal santuy ini??? Misalnya dihapusnya UN membuat siswa makin santuy,negatif
butuh pengawasan harus ada semacam capaian kompetensi buku log  biar tidak dianggap program ini main2,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
Nah harus tetap diawasi,negatif
beberapa anak magang ga jelas mereka mau apa kami dari pegawai juga bingung mereka ga punya kemampuan yg spesifik,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"Ini setengah pake sistem eropa, setengah lagi pake sistem timur. masih ragu indo bisa nerapin? saya masih ragu n kurang setuju",negatif
percuma ada kebijakan ini kalau skripsi tidak dihapus,negatif
jangan omdo aja,negatif
"gue kuliah sambil kerja, kalo ditambah magang ya mati saya",negatif
Beda mas setiap jurusan.  gw magang. 1 kali magang 6 bulan penuh tanpa nego.,negatif
"fungsinya magang buat apa si, jadi budak doang intinya",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
ragu gue kalo indo bisa diatur,negatif
"Intinya biaya pendidikan harus gede , karena siswa indo lebih dari 60juta siswa itu biaya pendidikan harus gede minimal 1000 triliun tanpa dikorupsi",negatif
omdo n ladang korupsi adalah kata paling tepat,negatif
"walaupun itu pilihan, tp ini gak jelas prodi apa ?  kebijakan ga jelas n tidak matang",negatif
"Pernyataan Pak Menteri,  mahasiswa magang 3 semester (pilihan) itu ditujukan pada Mhsiswa Pendidikan Vokasi atau Mhsiswa Pendidikan Akademik ? pemerataan ya pak tolong",negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
"kebanyakan konsep, nol aksi",negatif
kebanyakan cerewet,negatif
makin ke sini makin ribet deh,negatif
"yang saya permasalahkan itu adalah cara pandang yg salah orang2 mengenai pendidikan tinggi, padahal itu merupakan gelar akademik, belum tentu berkompetensi pada pekerjaannya nantinya",negatif
"ya itu perlu ada kompetensi yg jelas baik teori maupun praktek, selama ini banyak univ membuka prodi baru tp lulusannya capaian komptensinya tidak jelas gimana mau bisa ada keahlian? Sebuah tugas akhir itu tetap mutlak harus ada, kalau gak kayak gitu dari mana tolak ukur orang bisa lulus kuliah?",negatif
mampus lu makin lama lulus kaowkeoaekoawke,negatif
Kalo sama aja buat apa?,negatif
Asal digaji,negatif
"kampus belum siap, hasilnya akan nol. percuma",negatif
saya masih ragu mas nadiem,negatif
"mirip sistem jerman, indo mah jauh. susah kalo mau diterapin kek gini pak.",negatif
jadi diterapin gak nih pak? omdo,negatif
"mirip sistem jerman, indo mah jauh. susah kalo mau diterapin kek gini pak.",negatif
walaupun nadiem terlihat luar biasa tp tetap harus ada kritik 😊 objektif untuk mengkritisi,negatif
ayo dikritisi,negatif
Ya satu satu kali bikin programnya,negatif
"Masih banyak dosen yg males ngajar, seringnya Kuliah pengganti, yakin kebijakan ini akan berjalan? dipertimbangkan dulu deh",negatif
Tapi tidak semua perusahaan bisa menerima anak magang dengan tangan terbuka.,negatif
Iya sih. Klo perusahaan pada ga mau terus begimane. Haha,negatif
magang ga digaji sama aja,negatif
"Tidak semua anak magang digaji,",negatif
"jaring aspirasi yg pelosok juga dong pak, mana tau pendapat mereka. biar tau juga kebijakannya gimana",negatif
"Karena ketika baru magang, maka butuh di pelatihan layaknya karyawan baru. n karena pelatihan itu menghabiskan waktu, menjadikan pemilik perusahaan ataupun karyawan yg pelatih jadi enggan.",negatif
Iya gan ujung2 nya jadi orang2 disuruh2 sama senior,negatif
"mirip sistem jerman, indo mah jauh. susah kalo mau diterapin kek gini pak.",negatif
sulit untuk diterapkan di indo,negatif
Kadang Mereka juga ga mau repot mikirin anak magang,negatif
"pengalaman ane nih nyari tempat magang tuh susah bgt, keliling sana sini banyak yg ga nerima mahasiswa magang, susah pokoknya, ",negatif
"Masalah akreditasi harus ada aturan yg jelas, bukan hanya masalah proses akreditasinya,. Namun masalah kebijakan2 lain yg kemudian mejadikan akreditasi sebagai acuan,. Contoh melamar pns harus dari prodi n kampus berakreditasi",negatif
"susah, balik lagi ke personal masing masing. percuma kebijakan kek gimana pun. yg menjalankan masing masing. manusia gagal bukan karena kuliahnya tp karena emang orangnya aja",negatif
"waduh seperti ini harusnya diterapkan dasar di SMA karena percuma juga kan. kalo udah salah jurusan misal, kuliah aja males apa lagi magang",negatif
"Anak kesehatan bersedih. Kenapa  kesehatan 3 smester tidak diganti dengan berhadapan langsung, sesuai prodi yg diambil",negatif
"Assalamualaikum. sekali lagi maaf, sangat mudah mengucapkannya, namun sulit melaksanakannya. ",negatif
jangan kelamaan pak nanti jadi omdo,negatif
Bangsat !!!,negatif
"lama lama omdo, mirip sistem jerman, indo mah jauh. susah kalo mau diterapin kek gini pak.",negatif
"walaupun tidak orisinal ide pak menteri, saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.",negatif
Kapan dilaksananya kampus merdeka pak ? perencanannya lama masih hitung pembagian korupsinya ya?  saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
"fungsinya magang buat apa si, jadi kacung doang intinya",negatif
saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
ini apa lagi? pusing awak,negatif
"Ngomong perguruan tinggi tp ga sadar kalo indonesia dominan masyarakat kelas bawah,, ngebiayain pendidikan aja susah apalagi lanjut ke perguruan tinggi..",negatif
"aduh gak sanggup pak, kuliah aja pusing",negatif
saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
"Namun, merdeka belajar harus diiringi dengan kemudahan perizinan birokrasi di perguruan tinggi. karena birokrasi yg saya masih terjadi di kampus saya masih sangat panjang n lama yg akhirnya menciptakan keterbatasan n kesulitan tersendiri untuk para mahasiswa. mohon ditinjau untuk birokrasi pada perguruan tinggi.  saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.",negatif
"pusing, belum tentu terlaksana udah gembargembor",negatif
aduh pak menteri,negatif
Kadrun ga setuju pak,negatif
Seluruh kegiatan yg berhubungan dgn DANA HARUS Pakai pembiayaan agar TRANSPARAN n utk Menghindari PRAKTEK KORUPSI dari Seluruh Jajaran KEMENTERIAN &;!!!,negatif
"sayangnya, dosen n rektornya produk tahon gajah, pola pikir mereka sudah tdk bisa mengimbangi kecepatan globalisasi... jadi.. pak menteri ibarat pengen terbang tinggi, tp sayap belum bisa mengimbangi..",negatif
"repot, sekalian ga usah kuliah aja. lulus langsung ikut pelatihan, beres kan.",negatif
Kl gini mah gak ada merdeka nya sama sekali tp cm jd jongos kapitalisme yg ngandalin ijazah.  saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
ga setuju sama kebijakannya. banyak yg hrs dipertimbangkan,negatif
"apa beda nya dengan PKL? program magang yg 3 semester tadi? kalo masih harus magang juga, saya kapan kuliahnya pak. rumit banget makin ke sini sistemnya",negatif
Ngomong apaan sih nih Makarim gak jelas banget dah.,negatif
manfaatin pembayaran digital untuk pembayaran :v melanggar etika menteri,negatif
"kuliah udah serumit sistem kerja deh, saya ga setuju",negatif
mau lulus ribet banget,negatif
"3 semester terjun lapangan itu gratis atau tetap bayar kuliah? kalo masih bayar, saya bangrut dong pak :(",negatif
Kampus Merdeka bisa diterapkan klo juga Merdeka Skripsi itu baru deh merdeka,negatif
yg mengawasi kurikulum siapa? kan bisa aja perusahan2 itu cenderung mencari keuntungan buat perusahaannya..,negatif
ga yakin bakal terlaksana,negatif
"haha liat aja ntar ya, bau bau omdo",negatif
" mekanismenya belum jelas, dari poin pertama saja sudah timbul pertanyaan di fikiran saya. Ketika bapak menyampaikan, bisa saja univ membuka prodi baru tanpa mengikuti alur pembukaan prodi oleh kemendikbud seperti biasanya ",negatif
Sudah seratus hari kau jadi mentri belum ada wujudnya,negatif
saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
bikin lama lulus nih,negatif
Percuma jadi Insinyur kalau ngga sanggup berinovasi!,negatif
"percuma kebijakan tp tdk didukung aksi, kebijakan kek gini nanti dulu mas nadiem kita betulkan dulu sistemnya aduh",negatif
Ada ya 37 yg tidak suka,negatif
Rektor nya setuju enga,negatif
Pada melongo... (sambil ada pula yg skeptis),negatif
Apakah fakultas kedokteran juga menerapkan kampus merdeka ? gak adil pak kalo kedokteran dijadikan anak tiri begini,negatif
"magang kelamaan bikin stres juga, perusahaan mana yg mau nerima juga haha",negatif
saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
"Kalo cuma pak nadiem doang yg revolusioner tp yg di bawah2nya masih kolot ya bakal sama aja , mending dirombak total diisi oleh anak2 muda yg revolusioner jg , yg masih semangat ga gabut cm nunggu jam pulang di kantor",negatif
harus bagaimana n tempat magangnya juga susah,negatif
Kalo untuk yg kuliah sambil kerja gimana nih ‘? 😁 meninggal dong kalo harus magang juga,negatif
sayang sekali belum ada pemerataan,negatif
saya pesimis dengan mental birokrasi skrg untuk mewujudkan itu.,negatif
Risetnya ga bisa asal. Harus kualitas terbaik. Hibahnya harus berkualitas,negatif
